LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
SRR8474578,SRR8474578,PI651113,IS7271,NA,AD 7; NSL 50564,TERRA_new,NA,remove,0.929575189,0.008961211,0.024464,NA,Landrace,Guinea,Nigeria,NA,10.26,13.27,NA,Africa
SRR8474579,SRR8474579,PI651116,IS7361,NA,BA 2; NSL 50569,TERRA_new,NA,remove,0.950937798,0.011480019,0.023972,NA,Landrace,Guinea,Nigeria,NA,11.949999,10.63,NA,Africa
SRR8474580,SRR8474580,PI665118,IS1144,NA,AKP 1 Jonna; PI 248340,TERRA_new,NA,remove,0.871387283,0.012364743,0.108867,NA,Landrace,Durra,India,NA,15.479999,78.480001,NA,Asia
SRR8474581,SRR8474581,PI571022,NA,NA,Colum 2,TERRA_new,NA,NA,0.496555631,0.013382744,0.634828,5,NA,Caudatum,Sudan,Kordofan,11.144169,30.181096,689,Africa
SRR8474582,SRR8474582,PI586792,NA,NA,Tarbroro White,TERRA_new,NA,remove,0.673532517,0.011682982,0.293311,NA,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
SRR8474583,SRR8474583,PI571001,NA,NA,Tabrere,TERRA_new,NA,remove,0.564481449,0.011302499,0.498419,NA,NA,Caudatum,Sudan,Kordofan,11.016667,29.716667,528,Africa
SRR8474584,SRR8474584,PI571020,NA,NA,Feterita Abu Direiera,TERRA_new,NA,remove,0.861626881,0.010088543,0.142589,NA,NA,NA,Sudan,NA,NA,NA,NA,Africa
SRR8474585,SRR8474585,PI647745,IS6710,NA,No. 15-S-50-16; NSL 54430,TERRA_new,NA,remove,0.641936229,0.01033615,0.407524,NA,Breeding,Durra,Senegal,NA,NA,NA,NA,Africa
SRR8474586,SRR8474586,PI651102,IS1201,NA,AS 9117; NSL 50453,TERRA_new,NA,remove,0.810809364,0.011915781,0.163307,NA,Landrace,Kafir,Tanzania,NA,NA,NA,NA,Africa
SRR8474587,SRR8474587,PI609612,NA,NA,HAMBA BIBA,TERRA_new,NA,NA,0.430023772,0.020915975,1.365356,9,Cultivar,Bicolor (Outlier),Mali,NA,NA,NA,NA,Africa
SRR8474588,SRR8474588,PI647743,NA,NA,Dawa U.A.R. busari,TERRA_new,NA,remove,0.782791148,0.01313151,0.258956,NA,NA,Durra,Egypt,NA,NA,NA,NA,Africa
SRR8474589,SRR8474589,PI665116,IS5554,NA,NA,TERRA_new,NA,remove,0.983212902,0.008019955,0.00877,NA,Landrace,Durra,India,NA,16.200001,77.370002,NA,Asia
SRR8474590,SRR8474590,PI665111,IS7506,NA,KO 23,TERRA_new,NA,remove,0.906731935,0.013508772,0.048763,NA,Landrace,Guinea,Nigeria,NA,7.030002,8.529999,NA,Africa
SRR8474591,SRR8474591,PI152730,NA,NA,MATCHIKAH 1,TERRA_new,remove,remove,0.958949345,0.008659491,0.017652,NA,NA,NA,"Kenya,Sudan",NA,NA,NA,NA,Africa
SRR8474592,SRR8474592,PI665112,IS8104,NA,A 100,TERRA_new,NA,remove,0.857182647,0.011573958,0.116163,NA,Breeding,Caudatum,Japan,NA,NA,NA,NA,Asia
SRR8474593,SRR8474593,PI684483,IS1159,NA,NSL50448,TERRA_new,NA,remove,0.873780234,0.010454885,0.114241,NA,Landrace,NA,Nigeria,NA,NA,NA,NA,Africa
SRR8474594,SRR8474594,PI153824,NA,NA,MORITI,TERRA_new,NA,remove,0.581774879,0.010391764,0.526077,NA,NA,Caudatum,Kenya,NA,NA,NA,NA,Africa
SRR8474595,SRR8474595,PI276773,IS12618,NA,SA 2291; PI 276773,TERRA_new,NA,remove,0.769189513,0.013610895,0.327322,NA,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474596,SRR8474596,PI152748,NA,NA,NYAN DOK,TERRA_new,NA,remove,0.695457641,0.013513502,0.333248,NA,NA,NA,"Kenya,Sudan",NA,NA,NA,NA,Africa
SRR8474597,SRR8474597,PI660559,IS7419,NA,BE 25,TERRA_new,remove,remove,0.910329196,0.013051823,0.044512,NA,Landrace,Guinea,Nigeria,NA,7,10.258881,NA,Africa
SRR8474598,SRR8474598,PI660556,IS3627,NA,ZA 41,TERRA_new,NA,NA,0.378476165,0.014166885,0.962908,4,Landrace,Guinea,Nigeria,NA,11.039999,7.42,NA,Africa
SRR8474599,SRR8474599,PI153844,NA,NA,MUHIA,TERRA_new,remove,remove,0.823644334,0.01161752,0.171285,NA,NA,Caudatum,Kenya,NA,NA,NA,NA,Africa
SRR8474600,SRR8474600,NA,NA,NA,NSL50649,TERRA_new,NA,remove,0.881524875,0.012163272,0.146284,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR8474601,SRR8474601,PI651131,IS7633,NA,NG 60; NSL 50669,TERRA_new,NA,remove,0.766290396,0.012482264,0.300349,NA,Landrace,Guinea,Nigeria,NA,9.300001,5.71,NA,Africa
SRR8474602,SRR8474602,PI651124,IS7416,NA,BE 22; NSL 50594,TERRA_new,NA,NA,0.453432507,0.017538098,0.819683,4,Landrace,Guinea,Nigeria,NA,8.750515,8.308844,NA,Africa
SRR8474603,SRR8474603,PI651167,IS7273,NA,AD 9; NSL 50932,TERRA_new,NA,remove,0.8589386,0.010474436,0.172372,NA,Landrace,Guinea,Nigeria,NA,10.399999,11.199999,NA,Africa
SRR8474604,SRR8474604,PI651141,NA,NA,Jana dawa,TERRA_new,NA,remove,0.893108254,0.010851546,0.103891,NA,NA,Guinea,Nigeria,NA,NA,NA,NA,Africa
SRR8474605,SRR8474605,PI651178,IS7735,NA,ZA 18; NSL 50967,TERRA_new,NA,remove,0.941031895,0.008319899,0.018444,NA,Landrace,Guinea,Nigeria,NA,10.979999,8.060158,NA,Africa
SRR8474606,SRR8474606,PI651168,IS7274,NA,AD 10; NSL 50933,TERRA_new,NA,NA,0.499002297,0.014489799,0.513188,2,Landrace,Durra,Nigeria,NA,10.26,13.27,NA,Africa
SRR8474607,SRR8474607,PI660555,NA,NA,Nyahila,TERRA_new,NA,remove,0.812314051,0.00993129,0.209756,NA,NA,Kafir,Tanzania,NA,NA,NA,NA,Africa
SRR8474608,SRR8474608,PI651187,IS6392,NA,NSL 50997,TERRA_new,NA,remove,0.837331795,0.011473516,0.16317,NA,Landrace,Guinea,India,Karnataka,15.470001,75.019996,NA,Asia
SRR8474609,SRR8474609,PI153860,NA,NA,"NGARARE, NZEKWA",TERRA_new,NA,remove,0.719557199,0.009868252,0.324309,NA,NA,Caudatum,Kenya,NA,NA,NA,NA,Africa
SRR8474610,SRR8474610,PI147933,NA,NA,Maho Verro No. 30,TERRA_new,NA,remove,0.903885201,0.01353971,0.092387,NA,NA,Durra,Ethiopia,NA,NA,NA,NA,Africa
SRR8474611,SRR8474611,PI147937,NA,NA,Tinkush,TERRA_new,NA,remove,0.759441063,0.014554102,0.266446,NA,NA,Durra,Ethiopia,NA,NA,NA,NA,Africa
SRR8474612,SRR8474612,PI700541,IS6426,NA,NSL67916,TERRA_new,NA,remove,0.537855029,0.012246033,0.604806,NA,Landrace,NA,India,NA,17.690001,74,NA,Asia
SRR8474613,SRR8474613,NA,NA,NA,NSL67921,TERRA_new,NA,remove,0.520285042,0.015310284,0.607469,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR8474614,SRR8474614,PI147828,NA,NA,Jehlde No. 22,TERRA_new,NA,remove,0.843137516,0.010683849,0.136264,NA,NA,Durra,Ethiopia,NA,NA,NA,NA,Africa
SRR8474615,SRR8474615,PI147838,NA,NA,SUMAC ACC 2,TERRA_new,NA,remove,0.68464847,0.011867312,0.41913,NA,NA,NA,Ethiopia,NA,NA,NA,NA,Africa
SRR8474616,SRR8474616,PI683093,IS5839,NA,NSL55671,TERRA_new,NA,remove,0.880737549,0.013029319,0.073014,NA,Landrace,NA,India,NA,21.799999,81.339996,NA,Asia
SRR8474617,SRR8474617,PI683098,IS6398,NA,NSL55725,TERRA_new,NA,remove,0.831483341,0.012461054,0.116352,NA,Landrace,NA,India,NA,16.729395,74.230003,550,Asia
SRR8474618,SRR8474618,PI684408,IS6405,NA,NSL55731,TERRA_new,NA,remove,0.976549309,0.010061928,0.009353,NA,Landrace,NA,India,NA,16.729395,74.230003,NA,Asia
SRR8474619,SRR8474619,PI682397,IS8134,NA,NSL55749,TERRA_new,NA,remove,0.896477819,0.014640195,0.055887,NA,Breeding,NA,Uganda,NA,NA,NA,NA,Africa
SRR8474621,SRR8474621,NA,NA,NA,NSL50614,TERRA_new,NA,remove,0.809369373,0.010566315,0.227311,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR8474622,SRR8474622,PI665114,IS8136,NA,EC 21324; B 2,TERRA_new,NA,remove,0.689249106,0.009222129,0.375762,NA,Breeding,Caudatum,Uganda,NA,NA,NA,NA,Africa
SRR8474623,SRR8474623,PI267614,NA,NA,Chabeady,TERRA_new,NA,NA,0.322857577,0.014980351,1.043039,20,NA,NA,Ethiopia,NA,NA,NA,NA,Africa
SRR8474624,SRR8474624,PI248317,NA,NA,KARAD-2-7-11,TERRA_new,NA,remove,0.739244495,0.013491168,0.323786,NA,NA,NA,India,NA,NA,NA,NA,Asia
SRR8474625,SRR8474625,PI221662,NA,NA,BONKUM,TERRA_new,NA,remove,0.680875841,0.014418528,0.472618,NA,NA,NA,Nigeria,NA,NA,NA,NA,Africa
SRR8474627,SRR8474627,PI525059,NA,NA,MW 719,TERRA_new,NA,remove,0.8725838,0.009359717,0.095354,NA,Cultivar,Caudatum,Malawi,NA,NA,NA,NA,Africa
SRR8474628,SRR8474628,PI267650,IS3063,NA,NA,TERRA_new,NA,remove,0.813364068,0.012096865,0.205838,NA,Landrace,NA,Ethiopia,NA,7.95,39.116667,NA,Africa
SRR8474629,SRR8474629,PI383856,NA,NA,AF-28,TERRA_new,NA,NA,0.274151518,0.015547129,1.068572,1,NA,Caudatum,Brazil,NA,NA,NA,NA,Americas
SRR8474630,SRR8474630,PI505705,NA,NA,ZM/A 5204,TERRA_new,NA,remove,0.853072093,0.010665265,0.147899,NA,Landrace,NA,Zambia,NA,-13.06666667,22.75,960,Africa
SRR8474631,SRR8474631,PI522160,NA,NA,Bachara,TERRA_new,NA,NA,0.485934114,0.024221895,1.463127,10,Wild,Guinea,Gambia,NA,NA,NA,NA,Africa
SRR8474632,SRR8474632,PI524948,NA,NA,Namisankele,TERRA_new,NA,remove,0.685384993,0.011191022,0.403539,NA,Cultivar,NA,Zambia,NA,NA,NA,NA,Africa
SRR8474633,SRR8474633,PI330877,IS12161,NA,Col. No. P 592; PI 330877,TERRA_new,NA,remove,0.904569508,0.011906083,0.102644,NA,Landrace,Durra,Ethiopia,NA,NA,NA,650,Africa
SRR8474634,SRR8474634,PI330886,IS12170,NA,Col. No. P 609; PI 330886,TERRA_new,NA,NA,0.486920406,0.014613565,0.652754,18,Landrace,Durra,Ethiopia,NA,14.131781,38.714081,2100,Africa
SRR8474635,SRR8474635,PI330887,IS12171,NA,Col. No. P 610; PI 330887,TERRA_new,NA,NA,0.350714318,0.014594581,0.848984,18,Landrace,Durra,Ethiopia,NA,14.131781,38.714081,2100,Africa
SRR8474636,SRR8474636,PI330897,IS12181,NA,Col. No. P 620; PI 330897,TERRA_new,NA,remove,0.830680514,0.013793578,0.109346,NA,Landrace,Durra,Ethiopia,NA,14.131781,38.714081,2100,Africa
SRR8474637,SRR8474637,PI276770,IS13299,NA,PI 276770; SA 2288,TERRA_new,NA,NA,0.445029765,0.015627872,0.939826,11,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474638,SRR8474638,PI683870,IS7449,NA,NSL51969,TERRA_new,keep,remove,0.826104476,0.010737688,0.199947,NA,Landrace,NA,Nigeria,NA,11.779999,7.3,NA,Africa
SRR8474639,SRR8474639,PI683870,IS7449,NA,NSL51963,TERRA_new,remove,remove,0.922802726,0.012769071,0.030604,NA,Landrace,NA,Nigeria,NA,11.779999,7.3,NA,Africa
SRR8474640,SRR8474640,PI683868,IS7382,NA,NSL51959,TERRA_new,NA,NA,0.436300746,0.013048375,0.651828,19,Landrace,NA,Nigeria,NA,8.96,6.25,NA,Africa
SRR8474641,SRR8474641,PI684028,IS3623,NA,NSL51902,TERRA_new,NA,remove,0.746934479,0.011188732,0.311775,NA,Landrace,NA,Nigeria,NA,11.039999,7.42,NA,Africa
SRR8474642,SRR8474642,PI683947,IS5457,NA,NSL51356,TERRA_new,NA,remove,0.904486094,0.013839154,0.049489,NA,Landrace,NA,India,NA,10.510001,76.209999,NA,Asia
SRR8474643,SRR8474643,PI676694,IS7947,NA,NSL50843,TERRA_new,NA,remove,0.722575668,0.012126199,0.353771,NA,Landrace,NA,Nigeria,NA,12.479999,9.859999,NA,Africa
SRR8474644,SRR8474644,PI700408,IS7786,NA,NSL50748,TERRA_new,NA,remove,0.785207393,0.01168583,0.212386,NA,Landrace,NA,Nigeria,NA,10.810004,12.409999,NA,Africa
SRR8474645,SRR8474645,PI676810,IS7714,NA,NSL50716,TERRA_new,NA,remove,0.967860554,0.010982829,0.001922,NA,Landrace,NA,Nigeria,NA,10.359999,5.349999,NA,Africa
SRR8474646,SRR8474646,PI700398,IS7668,NA,NSL50685,TERRA_new,NA,remove,0.807394376,0.012421364,0.223576,NA,Landrace,NA,Nigeria,NA,9.329999,5.059999,NA,Africa
SRR8474647,SRR8474647,PI684539,IS7617,NA,NSL50663,TERRA_new,NA,remove,0.91271577,0.010403849,0.078226,NA,Landrace,NA,Nigeria,NA,9.399999,6.03,200,Africa
SRR8474648,SRR8474648,PI185458,NA,NA,MN 2943,TERRA_new,NA,remove,0.848479833,0.011591287,0.085749,NA,NA,NA,India,Punhjb,NA,NA,914,Asia
SRR8474649,SRR8474649,PI276789,IS12629,NA,SA 2307; PI 276789,TERRA_new,NA,remove,0.86732168,0.011959939,0.137372,NA,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474650,SRR8474650,PI665153,IS6439,NA,Jowar variety sheinoli 4-2,TERRA_new,NA,remove,0.626998897,0.011674374,0.462898,NA,Landrace,Durra,India,NA,17.690001,74,NA,Asia
SRR8474651,SRR8474651,PI665154,IS6402,NA,NA,TERRA_new,NA,remove,0.700405573,0.012884019,0.370155,NA,Landrace,Durra,India,NA,16.729395,74.230003,NA,Asia
SRR8474652,SRR8474652,PI665156,NA,NA,Jundra Jesa,TERRA_new,NA,NA,0.363452868,0.015008974,0.963479,7,NA,NA,India,Madhya Pradesh,19.2,81.93,NA,Asia
SRR8474653,SRR8474653,PI665159,NA,NA,CE 51-69,TERRA_new,NA,remove,0.934872166,0.015591017,0.011591,NA,NA,Caudatum,Senegal,NA,NA,NA,NA,Africa
SRR8474654,SRR8474654,PI665146,IS5674,NA,NA,TERRA_new,NA,remove,0.947023882,0.014381888,0.005148,NA,Landrace,NA,India,NA,15.859999,74.5,NA,Asia
SRR8474655,SRR8474655,PI665091,IS2465,NA,MN 710,TERRA_new,NA,remove,0.565505649,0.014410431,0.810984,NA,Breeding,Durra,United States,NA,39.03483,-76.90747,NA,Americas
SRR8474656,SRR8474656,PI665148,IS6451,NA,NA,TERRA_new,NA,NA,0.301106019,0.015375247,0.919571,2,Landrace,Durra,India,NA,17.286501,74.181428,NA,Asia
SRR8474657,SRR8474657,PI665150,IS2198,NA,IC 6161,TERRA_new,NA,remove,0.94322918,0.016619522,0.002651,NA,Landrace,Durra,India,NA,28.625514,77.181701,NA,Asia
SRR8474658,SRR8474658,PI276803,IS12638,NA,SA 2321; PI 276803,TERRA_new,NA,remove,0.561534608,0.018924852,0.614972,NA,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474659,SRR8474659,PI665160,NA,NA,Bigheaded Kafir,TERRA_new,NA,remove,0.759707581,0.009188642,0.279544,NA,NA,Caudatum,Nigeria,NA,NA,NA,NA,Africa
SRR8474660,SRR8474660,PI665170,NA,NA,Guinea,TERRA_new,NA,remove,0.581873794,0.012119032,0.559043,NA,NA,Guinea,Mali,NA,NA,NA,NA,Africa
SRR8474661,SRR8474661,PI570969,NA,NA,Feterita Shendi 2,TERRA_new,NA,remove,0.679619897,0.010048357,0.367867,NA,NA,Caudatum,Sudan,NA,16.683333,33.433333,367,Africa
SRR8474662,SRR8474662,PI570928,NA,NA,Birgalli Ahmar,TERRA_new,NA,remove,0.842273045,0.01407036,0.092949,NA,NA,Caudatum,Sudan,NA,10.369999,30.229999,NA,Africa
SRR8474663,SRR8474663,PI563023,NA,NA,GIWA KANBA FARIN KONA',TERRA_new,NA,remove,0.940681187,0.012441594,0.032823,NA,Cultivar,Guinea,Nigeria,NA,NA,NA,NA,Africa
SRR8474664,SRR8474664,PI563006,NA,NA,GAGAYA',TERRA_new,NA,NA,0.31002771,0.014624066,0.908045,4,Cultivar,Guinea,Nigeria,NA,NA,NA,NA,Africa
SRR8474665,SRR8474665,PI562963,NA,NA,BUZARI',TERRA_new,NA,remove,0.665616003,0.011050369,0.378677,NA,Cultivar,NA,Nigeria,NA,NA,NA,NA,Africa
SRR8474667,SRR8474667,PI570916,NA,NA,Makai,TERRA_new,NA,remove,0.705802907,0.010815206,0.302448,NA,NA,Caudatum,Sudan,NA,10.369999,30.229999,NA,Africa
SRR8474668,SRR8474668,PI570813,NA,NA,Dwarf Shallu,TERRA_new,NA,remove,0.88994273,0.010182899,0.085031,NA,NA,NA,Sudan,NA,NA,NA,NA,Africa
SRR8474669,SRR8474669,PI570712,NA,NA,El Safra,TERRA_new,NA,remove,0.897283392,0.012069878,0.059452,NA,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
SRR8474670,SRR8474670,PI563509,IS12685,NA,PI 563509; SA 2386,TERRA_new,NA,NA,0.436546522,0.016386435,0.966242,11,"Landrace,Cultivated",NA,Ethiopia,NA,NA,NA,NA,Africa
SRR8474671,SRR8474671,PI700360,IS1166,NA,NSL50449,TERRA_new,NA,remove,0.55607294,0.01885137,0.534903,NA,Landrace,NA,Zambia,NA,NA,NA,NA,Africa
SRR8474672,SRR8474672,PI267542,IS2904,NA,Kaura group,TERRA_new,NA,remove,0.837501645,0.011364346,0.152281,NA,Landrace,Guinea,Nigeria,NA,NA,NA,NA,Africa
SRR8474673,SRR8474673,PI276830,IS12658,NA,SA 2348; PI 276830,TERRA_new,NA,NA,0.387030288,0.017222466,1.034708,11,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474674,SRR8474674,PI665072,IS5322,NA,NA,TERRA_new,NA,NA,0.419565088,0.014637825,0.705275,7,Landrace,NA,India,NA,21.450001,83.959999,NA,Asia
SRR8474675,SRR8474675,PI665073,IS5337,NA,NA,TERRA_new,NA,NA,0.300559256,0.016852279,0.953343,7,Landrace,NA,India,NA,21.62,85.589996,NA,Asia
SRR8474676,SRR8474676,PI660645,NA,NA,NSL 365799,TERRA_new,NA,remove,0.988761284,0.009492133,0.007303,NA,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
SRR8474677,SRR8474677,PI665071,IS4884,NA,NA,TERRA_new,NA,remove,0.835190914,0.011495761,0.147564,NA,Landrace,NA,India,NA,20.329999,73.879997,NA,Asia
SRR8474678,SRR8474678,PI660640,NA,NA,Korky,TERRA_new,NA,remove,0.8210454,0.010423905,0.182939,NA,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
SRR8474679,SRR8474679,PI660643,NA,NA,Gadu umel Tatil,TERRA_new,NA,NA,0.280095199,0.016118235,1.073631,13,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
SRR8474680,SRR8474680,PI660618,NA,NA,Shenoli local,TERRA_new,NA,remove,0.729915498,0.012264255,0.296853,NA,NA,Durra,India,NA,NA,NA,NA,Asia
SRR8474682,SRR8474682,PI660615,NA,NA,Jowar tamargundi,TERRA_new,NA,NA,0.341221239,0.014932249,0.920057,2,NA,Durra,India,NA,NA,NA,NA,Asia
SRR8474683,SRR8474683,PI660616,NA,NA,Jowar kalgundi,TERRA_new,NA,remove,0.843805296,0.010065888,0.157155,NA,NA,Durra,India,NA,NA,NA,NA,Asia
SRR8474684,SRR8474684,PI665137,IS5681,NA,NA,TERRA_new,NA,remove,0.668051132,0.012325701,0.390017,NA,Landrace,Durra,India,NA,16.579999,75.959999,NA,Asia
SRR8474686,SRR8474686,PI665129,IS5792,NA,NA,TERRA_new,NA,remove,0.865056567,0.012200798,0.146268,NA,Landrace,Durra,India,NA,23.829999,78.709999,427,Asia
SRR8474687,SRR8474687,PI665126,IS5479,NA,NA,TERRA_new,NA,remove,0.590295448,0.012662705,0.538578,NA,Landrace,Durra,India,NA,13.93,75.569999,NA,Asia
SRR8474688,SRR8474688,PI665143,IS6446,NA,NA,TERRA_new,NA,NA,0.301480714,0.017641972,1.007896,2,Landrace,Durra,India,NA,17.286501,74.181428,NA,Asia
SRR8474689,SRR8474689,PI665142,IS6445,NA,NA,TERRA_new,NA,remove,0.751292721,0.012187923,0.276004,NA,Landrace,Durra,India,NA,17.286501,74.181428,NA,Asia
SRR8474690,SRR8474690,PI665141,IS6440,NA,Jowar variety sheinoli 4-2,TERRA_new,NA,remove,0.732600119,0.011768062,0.342621,NA,Landrace,Durra,India,NA,17.690001,74,NA,Asia
SRR8474691,SRR8474691,PI665138,IS6368,NA,NA,TERRA_new,NA,NA,0.402283582,0.014271858,0.856419,2,Landrace,Durra,India,NA,15.470001,75.019996,NA,Asia
SRR8474692,SRR8474692,PI148114,IS12561,NA,MN 700; PI 148114; SC 0041; EC 596695,TERRA_new,NA,NA,0.420333141,0.01571039,0.833944,18,Breeding,Durra,Ethiopia,NA,NA,NA,NA,Africa
SRR8474693,SRR8474693,PI665145,IS6457,NA,NA,TERRA_new,NA,remove,0.675796272,0.017611769,0.336528,NA,Landrace,Durra,India,NA,17.286501,74.181428,NA,Asia
SRR8474694,SRR8474694,PI665144,IS6456,NA,NA,TERRA_new,NA,remove,0.970620935,0.011840128,0.017239,NA,Landrace,Caudatum,India,NA,17.286501,74.181428,NA,Asia
SRR8474695,SRR8474695,PI285043,IS12679,NA,KO 25; PI 285043; EC 492014,TERRA_new,NA,remove,0.918815629,0.011257282,0.086295,NA,Landrace,NA,Nigeria,NA,NA,NA,NA,Africa
SRR8474696,SRR8474696,PI291231,NA,NA,N-12,TERRA_new,NA,remove,0.938950441,0.015858985,0.023825,NA,NA,Durra,"Jamaica,India",NA,NA,NA,NA,NA
SRR8474699,SRR8474699,PI285039,IS12676,NA,PI 285039,TERRA_new,NA,remove,0.604284091,0.013870739,0.473592,NA,Landrace,Caudatum,Nigeria,NA,11.060004,7.71,NA,Africa
SRR8474700,SRR8474700,PI285042,IS12678,NA,PI 285042,TERRA_new,NA,remove,0.723183549,0.015569552,0.246243,NA,Landrace,Caudatum,Nigeria,NA,11.060004,7.71,NA,Africa
SRR8474701,SRR8474701,PI276853,IS12672,NA,Collubi Dwarf,TERRA_new,NA,remove,0.572081087,0.013969833,0.60968,NA,Landrace,Durra,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474702,SRR8474702,PI282857,NA,NA,Galang Oualema,TERRA_new,NA,remove,0.894499162,0.011236956,0.105893,NA,NA,Guinea,Chad,NA,NA,NA,NA,Africa
SRR8474704,SRR8474704,PI291239,IS1598,NA,K 3,TERRA_new,NA,remove,0.737737174,0.01355965,0.346134,NA,Landrace,NA,"India,Jamaica",NA,NA,NA,NA,NA
SRR8474705,SRR8474705,PI291240,NA,NA,K-2 Cholam,TERRA_new,NA,remove,0.889619641,0.011140667,0.069414,NA,NA,Durra,"Jamaica,India",NA,NA,NA,NA,NA
SRR8474706,SRR8474706,PI682933,IS7223,NA,NSL54577,TERRA_new,NA,remove,0.766980914,0.011029305,0.302906,NA,Landrace,NA,Nigeria,NA,NA,NA,NA,Africa
SRR8474707,SRR8474707,PI682929,IS7367,NA,NSL54318,TERRA_new,NA,remove,0.906770286,0.010418541,0.062968,NA,Landrace,NA,Nigeria,NA,6.659999,3.309999,NA,Africa
SRR8474709,SRR8474709,PI682236,IS1456,NA,NSL54591,TERRA_new,NA,remove,0.673169996,0.014093169,0.390936,NA,Landrace,NA,India,NA,18.950001,72.830001,NA,Asia
SRR8474710,SRR8474710,PI682926,IS7436,NA,NSL54231,TERRA_new,NA,remove,0.91117972,0.012802465,0.013292,NA,Landrace,NA,Nigeria,NA,12.510002,7.730001,NA,Africa
SRR8474711,SRR8474711,PI679392,IS7524,NA,NSL54222,TERRA_new,NA,remove,0.971023305,0.012769179,0.006476,NA,Landrace,NA,Nigeria,NA,11.859999,9.199999,NA,Africa
SRR8474713,SRR8474713,PI682928,IS7542,NA,NSL54236,TERRA_new,NA,remove,0.723847696,0.015689841,0.288588,NA,Landrace,NA,Nigeria,NA,10.430001,9.279999,NA,Africa
SRR8474714,SRR8474714,PI276800,IS12636,NA,SA 2318; PI 276800,TERRA_new,NA,NA,0.234080611,0.033231779,1.00724,11,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474715,SRR8474715,PI683708,IS5677,NA,NSL55032,TERRA_new,NA,remove,0.857974686,0.014030324,0.10034,NA,Landrace,NA,India,NA,15.859999,74.5,784,Asia
SRR8474716,SRR8474716,PI700534,IS4540,NA,NSL54779,TERRA_new,NA,remove,0.943658005,0.010484962,0.045942,NA,Landrace,NA,India,NA,21.020001,75.569999,NA,Asia
SRR8474717,SRR8474717,PI276790,IS12630,NA,SA 2308; PI 276790,TERRA_new,NA,remove,0.638216205,0.012918503,0.468442,NA,Landrace,NA,Ethiopia,NA,9.579999,41.860001,NA,Africa
SRR8474718,SRR8474718,PI665088,IS7808,NA,ZA 99,TERRA_new,NA,remove,0.903141607,0.014867263,0.029201,NA,Landrace,Guinea,Nigeria,NA,10.779999,7.769999,NA,Africa
SRR8474720,SRR8474720,PI665124,IS5146,NA,NA,TERRA_new,NA,remove,0.945401951,0.012477157,0.013697,NA,Landrace,Durra,India,NA,17.010001,81.730003,NA,Asia
SRR8474721,SRR8474721,PI665125,IS5193,NA,NA,TERRA_new,NA,NA,0.325512249,0.017014732,0.994796,7,Landrace,NA,India,NA,17.379999,80.519996,NA,Asia
SRR8474722,SRR8474722,PI665080,IS7733,NA,ZA 16,TERRA_new,NA,remove,0.786193463,0.012287055,0.18678,NA,Landrace,Guinea,Nigeria,NA,10.979999,8.060158,NA,Africa
SRR8474723,SRR8474723,PI665079,IS7596,NA,NG 19,TERRA_new,NA,remove,0.523751776,0.013255509,0.626577,NA,Landrace,Guinea,Nigeria,NA,9.066667,7.483333,477,Africa
SRR8474724,SRR8474724,PI665083,IS7779,NA,ZA 70,TERRA_new,NA,remove,0.566672661,0.01268485,0.692274,NA,Landrace,Guinea,Nigeria,NA,11.229999,7.53,NA,Africa
SRR8474726,SRR8474726,PI665075,IS7429,NA,BE 36,TERRA_new,NA,remove,0.917870683,0.013804271,0.039726,NA,Landrace,Guinea,Nigeria,NA,8.847121,7.877602,309,Africa
SRR8474727,SRR8474727,PI665074,IS3614,NA,BE 13,TERRA_new,keep,remove,0.752972055,0.011671328,0.302378,NA,Landrace,Guinea,Nigeria,NA,11.039999,7.42,NA,Africa
SRR8474728,SRR8474728,PI665078,IS7590,NA,NG 12,TERRA_new,NA,remove,0.805123522,0.013570821,0.181654,NA,Landrace,NA,Nigeria,NA,8.649999,4.010001,NA,Africa
SRR8474729,SRR8474729,PI665076,IS7550,NA,PL 15,TERRA_new,NA,NA,0.284979545,0.016501914,1.058712,4,Landrace,Guinea,Nigeria,NA,9.100001,9.966667,NA,Africa
